Policy_ID;Loss_Ratio;Actual_Risk_Status;Current_Premium_USD;Customer_LTV_USD;Churn_Prob;Projected_Loss_USD
POL-11039;0,211624488;1;1570;7210;0,217795403;4130
POL-11040;0,190601567;0;990;6770;0,296787724;330
POL-11041;0,528740617;0;1100;6870;0,293785344;190
POL-11042;0,344165427;1;1460;5950;0,175143372;5920
POL-11043;0,509483025;1;1420;5500;0,240753814;3360
POL-11044;0,388830098;0;1380;4020;0,080848773;620
POL-11045;0,248622355;0;1090;6760;0,077231803;90
POL-11046;0,325850224;1;1400;8610;0,193974922;6270
POL-11047;0,61614909;1;1450;6530;0,320061207;3890
POL-11048;0,263736783;0;1360;4980;0,244999911;460
POL-11049;0,182186945;0;1240;6790;0,250764927;590
POL-11050;0,171892971;0;1390;9430;0,097301994;840
POL-11051;0,396705897;1;1230;6090;0,185991333;2490
POL-11052;0,202451744;0;1350;4030;0,170237283;480
POL-11053;0,228637653;0;1270;6940;0,284893504;280
POL-11054;0,463490705;0;870;7680;0,091347229;310
POL-11055;0,101186732;0;1100;8230;0,211757302;730
POL-11056;0,279918406;0;1770;7890;0,323405451;1030
POL-11057;0,491467982;1;770;6830;0,317737967;2410
POL-11058;0,315994108;0;1640;4830;0,305701133;920
POL-11059;0,281719422;0;1410;4530;0,162495594;230
POL-11060;0,377419119;0;1260;5820;0,332330207;530
POL-11061;0,323170033;0;830;7730;0,291590153;480
POL-11062;0,245378744;0;1250;5200;0,305342396;520
POL-11063;0,050799429;0;1060;5520;0,329706138;330
POL-11064;0,389307378;0;1550;4730;0,33110038;400
POL-11065;0,090944899;0;1080;9620;0,122019489;270
POL-11066;0,406607334;1;1180;6060;0,088306314;3150
POL-11067;0,049133173;0;1310;7840;0,257262483;770
POL-11068;0,134060806;0;1090;9660;0,218964187;640
POL-11069;0,311357423;1;1490;4600;0,148227952;4170
POL-11070;0,234754508;0;1180;8020;0,255334852;670
POL-11071;0,206551447;0;780;6310;0,068599063;60
POL-11072;0,681655268;1;1290;9310;0,064162495;3600
POL-11073;0,412586814;0;1450;4920;0,156293175;560
POL-11074;0,053121043;0;1610;6930;0,108153987;510
POL-11075;0,490619043;0;1390;7770;0,265566815;170
POL-11076;0,4547963;1;1540;5130;0,334406551;3960
POL-11077;0,360814943;0;1370;6080;0,248488224;610
POL-11078;0,188066628;0;1010;6220;0,24643531;260
POL-11079;0,396148132;0;1050;8690;0,051978672;60
POL-11080;0,284176163;0;680;10940;0,203683092;220
POL-11081;0,436560992;1;1200;9650;0,295130396;2840
POL-11082;0,141909267;0;1410;9380;0,24623611;600
POL-11083;0,175129916;0;860;-1870;0,118334715;560
POL-11084;0,109395224;0;1570;6770;0,304542575;390
POL-11085;0,150946595;0;1220;6630;0,339313017;850
POL-11086;0,199771159;0;1030;8100;0,133697854;110
POL-11087;0,323737195;0;850;3620;0,112128303;90
POL-11088;0,152292841;0;1670;7950;0,151558071;860
POL-11089;0,271506531;0;1550;2330;0,068947485;830
POL-11090;0,485099302;1;1150;8550;0,312029802;2370
POL-11091;0,359694166;0;1480;3200;0,328789844;350
POL-11092;0,196680162;0;1200;8950;0,239990912;680
POL-11093;0,015531498;0;1100;8850;0,279300444;740
POL-11094;0,279980159;0;1090;5830;0,250595203;760
POL-11095;0,186062123;0;1190;7380;0,163206269;550
POL-11096;0,116909705;0;1150;6490;0,239612709;610
POL-11097;0,286728069;0;1270;3540;0,300896051;740
POL-11098;0,45246467;1;1650;7630;0,292972223;7970
POL-11099;0,171781471;0;1820;8870;0,074317258;1270
POL-11100;0,419822925;0;950;5860;0,188780288;550
POL-11101;0,233465421;0;1360;7780;0,169196439;650
POL-11102;0,343082445;0;1300;4750;0,275602624;380
POL-11103;0,479905969;0;1380;8340;0,200412782;610
POL-11104;0,015933791;0;1140;6520;0,154910333;710
POL-11105;0,352448124;1;1390;6470;0,261904928;3080
POL-11106;0,657725242;1;910;7440;0,192073556;2470
POL-11107;0,537936364;1;2100;9560;0,126987208;4220
POL-11108;0,122755552;0;1320;7550;0,317125077;890
POL-11109;0,316296751;0;1430;4340;0,083914354;810
POL-11110;0,71829858;1;970;5060;0,055426312;4370
POL-11111;0,209637494;0;1080;6360;0,09317331;60
POL-11112;0,479841398;1;880;7490;0,099092976;3470
POL-11113;0,300963548;0;1610;4180;0,21141266;690
POL-11114;0,219984631;0;970;7200;0,23745965;100
POL-11115;0,477741069;0;1200;8280;0,18458334;810
POL-11116;0,477133284;1;1210;5500;0,111251374;2710
POL-11117;0,13018425;1;1370;10440;0,08965727;4910
POL-11118;0,530399389;0;930;5010;0,197645591;560
POL-11119;0,005368084;0;1460;6900;0,219644926;390
POL-11120;0,214228378;0;1560;2320;0,141188412;640
POL-11121;0,290788003;0;1080;5870;0,116131984;460
POL-11122;0,210646876;0;1240;6200;0,074177818;840
POL-11123;0,279831189;0;1410;5640;0,057873346;190
POL-11124;0,183514782;0;1310;5030;0,081720929;710
POL-11125;0,263223141;0;1000;5470;0,272623824;420
POL-11126;0,420066428;0;1430;7770;0,153205595;860
POL-11127;0,277542441;0;1630;2660;0,058225675;960
POL-11128;0,623626548;1;1630;2780;0,202449582;5730
POL-11129;0,274674733;0;1390;5520;0,21082018;300
POL-11130;0,231175621;0;1440;6260;0,178606634;240
POL-11131;0,750100946;1;1150;4930;0,083204844;4840
POL-11132;0,48770314;0;1020;6630;0,276490219;650
POL-11133;0,38579894;0;1230;7740;0,256724476;70
POL-11134;0,067547454;0;1820;8460;0,168418741;670
POL-11135;0,579543534;1;1120;9150;0,164244607;4410
POL-11136;0,422078173;1;1360;3850;0,096780534;3090
POL-11137;0,107606397;0;1340;4960;0,276064804;640
POL-11138;0,373701022;0;1160;4750;0,229872171;680
POL-11139;0,137424309;1;1620;8520;0,075738034;6320
POL-11140;0,53278754;1;1650;5230;0,163419038;4630
POL-11141;0,550243747;1;1920;7110;0,321068283;8200
POL-11142;0,452797321;1;1050;3670;0,18571238;5050
POL-11143;0,185826486;0;1350;5210;0,14747825;470
POL-11144;0,43911412;1;1270;4710;0,243135223;5040
POL-11145;0,087552869;0;1080;7870;0,110891713;130
POL-11146;0,30255531;0;1080;4010;0,207141019;220
POL-11147;0,226925743;0;1290;10070;0,250856826;240
POL-11148;0,220794685;0;1130;6930;0,306463525;750
POL-11149;0,093218206;0;1010;5040;0,257751291;680
POL-11150;0,291879328;0;1280;7180;0,165322939;70
POL-11151;0,129350055;0;970;4870;0,280340052;160
POL-11152;0,19306595;0;1130;4380;0,319519978;710
POL-11153;0,384168615;0;1340;7900;0,193329087;100
POL-11154;0,29001827;1;1220;9240;0,051350236;5100
POL-11155;0,196853605;0;1190;7260;0,314275408;350
POL-11156;0,1316671;0;1700;4040;0,099632597;680
POL-11157;0,345764057;0;1600;4870;0,087897651;870
POL-11158;0,359874071;0;1270;9560;0,14230357;260
POL-11159;0,169746875;0;1000;8090;0,163995124;120
POL-11160;0,207233119;0;1450;4240;0,289813009;840
POL-11161;0,297905044;1;1880;5070;0,166755016;4680
POL-11162;0,128992339;0;1590;6870;0,06464635;760
POL-11163;0,32571217;0;920;6210;0,240788504;540
POL-11164;0,111839731;0;1200;10680;0,251366307;790
POL-11165;0,144400037;0;1070;5040;0,294266276;210
POL-11166;0,007274705;0;1020;7700;0,169659824;280
POL-11167;0,138639102;0;1530;7090;0,075821323;290
POL-11168;0,046849265;0;1530;3180;0,215918683;140
POL-11169;0,200792607;0;1690;1710;0,086299215;890
POL-11170;0,171549652;0;1420;5730;0,055122597;210
POL-11171;0,051771843;0;1240;7340;0,283575042;140
POL-11172;0,270366686;1;1300;9680;0,17102318;5980
POL-11173;0,527924384;1;1020;4930;0,207501552;2620
POL-11174;0,667896947;1;1590;7450;0,248854761;6650
POL-11175;0,061449694;0;1060;5920;0,1703083;100
POL-11176;0,309056778;1;1150;9950;0,065339478;4500
POL-11177;0,352706566;0;1170;6420;0,125823097;650
POL-11178;0,403593261;0;480;5620;0,108302357;290
POL-11179;0,214432615;0;1470;6840;0,343218206;900
POL-11180;0,340843698;0;1010;6890;0,271851636;670
POL-11181;0,412361088;1;1420;9290;0,185464999;2610
POL-11182;0,572435954;1;1140;6510;0,069010219;5180
POL-11183;0,292978874;0;1140;7360;0,084755157;450
POL-11184;0,039280163;0;970;3190;0,293869871;150
POL-11185;0,223257753;0;1600;4190;0,333634728;760
POL-11186;0,339906836;0;1650;5750;0,059405055;430
POL-11187;0,183681187;0;1500;6710;0,323119137;120
POL-11188;0,388566277;0;1320;4980;0,164169114;130
POL-11189;0,084627335;0;1280;7070;0,114089798;420
POL-11190;0,643405283;1;1520;5450;0,080669707;4090
POL-11191;0,17970506;0;1220;9900;0,281524683;310
POL-11192;0,099045495;0;1580;6090;0,190673146;870
POL-11193;0,132014777;0;1010;7360;0,299727135;90
POL-11194;0,486524177;0;1500;6060;0,117847146;460
POL-11195;0,142147087;0;1570;6310;0,253570411;210
POL-11196;0,320322582;0;980;7590;0,085436511;600
POL-11197;0,58348961;0;1040;6780;0,076925205;710
POL-11198;0,127768664;0;1240;5460;0,090019955;320
POL-11199;0,511163986;1;1360;7170;0,29267039;4330
POL-11200;0,408754352;1;1100;6180;0,246685921;5400
POL-11201;0,040629357;0;1270;7670;0,099789168;60
POL-11202;0,438400971;0;730;8800;0,165431663;270
POL-11203;0,443526824;1;1440;8480;0,279105803;5580
POL-11204;0,035930195;0;1450;4380;0,135702317;580
POL-11205;0,259969159;0;1630;440;0,326379114;660
POL-11206;0,288495702;0;1390;11020;0,324380837;470
POL-11207;0,209068703;1;1160;7550;0,215870248;5140
POL-11208;0,185102933;0;1000;7250;0,239592281;70
POL-11209;0,071877485;0;1050;5080;0,245965506;480
POL-11210;0,347724565;0;1230;2400;0,127540537;670
POL-11211;0,009063576;0;1040;2490;0,159596417;590
POL-11212;0,270757286;0;1060;5830;0,090782333;480
POL-11213;0,206170011;1;1240;6810;0,327461402;2310
POL-11214;0,23538929;0;850;9870;0,267154832;50
POL-11215;0,370278596;0;1000;6990;0,06390688;630
POL-11216;0,207440518;0;1300;7840;0,214816235;430
POL-11217;0,332000755;0;1320;5430;0,15292212;580
POL-11218;0,243556442;0;1470;5580;0,294586363;260
POL-11219;0,182928744;0;1290;3550;0,153140026;180
POL-11220;0,265448389;0;1260;4040;0,243245037;130
POL-11221;0,371297271;1;1410;4020;0,0997221;5730
POL-11222;0,3393431;0;1300;5770;0,217626647;610
POL-11223;0,016108665;0;1010;3170;0,13816572;460
POL-11224;0,370040182;0;1050;4880;0,099466527;680
POL-11225;0,309330522;0;1670;6420;0,235777744;260
POL-11226;0,03437693;0;2050;1690;0,24159236;330
POL-11227;0,40806964;0;1430;9460;0,345006134;250
POL-11228;0,286910505;0;1000;10060;0,250731818;330
POL-11229;0,627356876;1;1720;8570;0,204712982;4030
POL-11230;0,130003186;0;1140;7280;0,323786253;710
POL-11231;0,368349629;1;1360;7150;0,298484246;3340
POL-11232;0,206817817;0;1240;7560;0,214623884;590
POL-11233;0,501760343;1;1300;6670;0,203404723;5260
POL-11234;0,257045349;0;1140;6860;0,332590756;520
POL-11235;0,604134099;1;1570;3180;0,235138113;4460
POL-11236;0,078468116;0;1200;6730;0,264133751;610
POL-11237;0,295594584;0;1400;7500;0,076003713;770
POL-11238;0,368477702;0;1400;7180;0,265491686;650
POL-11239;0,393107156;0;1220;8800;0,129404553;280
POL-11240;0,529186384;1;870;9440;0,084661377;3120
POL-11241;0,309965826;0;1040;5450;0,304899833;370
POL-11242;0,056776131;0;1430;4230;0,257357326;210
POL-11243;0,155500313;0;1330;9010;0,172269294;460
POL-11244;0,094994183;0;1050;7830;0,179425018;160
POL-11245;0,659462532;1;1260;5350;0,109135317;3130
POL-11246;0,23492957;0;1300;6050;0,052865299;110
POL-11247;0,202478351;0;1400;5890;0,154807742;930
POL-11248;0,341198501;0;1710;7040;0,094524308;360
POL-11249;0,371293087;0;680;9370;0,176518039;240
POL-11250;0,257904352;0;1550;4710;0,300147526;110
POL-11251;0,328436423;0;1300;7090;0,084426309;230
POL-11252;0,419731957;0;990;7010;0,077526081;500
POL-11253;0,130841336;0;1290;2530;0,320630666;160
POL-11254;0,327505749;1;1610;11510;0,273541869;7320
POL-11255;0,309066602;0;1690;6920;0,06592096;90
POL-11256;0,443295642;0;990;8810;0,073871146;350
POL-11257;0,451953972;1;1040;3260;0,255477268;3560
POL-11258;0,176625016;0;930;10350;0,161103261;610
POL-11259;0,066289592;0;1310;5800;0,267251989;490
POL-11260;0,266056589;0;1320;1890;0,171336221;790
POL-11261;0,350135842;0;1500;3660;0,340336006;860
POL-11262;0,516095931;1;1360;4040;0,258324984;6150
POL-11263;0,109705567;0;1470;4950;0,063984729;910
POL-11264;0,062639916;0;900;3920;0,149150532;420
POL-11265;0,132557411;0;1690;8120;0,219081856;200
POL-11266;0,058327766;0;1570;6860;0,092562091;1040
POL-11267;0,325402512;0;1120;7520;0,05075609;180
POL-11268;0,28860452;0;1050;7360;0,07379244;370
POL-11269;0,353182689;1;1440;6010;0,207279043;2660
POL-11270;0,133989424;0;860;3380;0,239676527;390
POL-11271;0,406785427;0;1070;3480;0,077871013;520
POL-11272;0,156294455;0;990;3560;0,249546957;200
POL-11273;0,296958383;1;1230;4320;0,235137247;4660
POL-11274;0,643401499;1;1140;9890;0,331969095;5620
POL-11275;0,142121503;0;1050;3510;0,302202647;140
POL-11276;0,166997357;0;1030;9460;0,332972559;600
POL-11277;0,129696551;0;1090;4390;0,339832287;590
POL-11278;0,178287272;0;950;3790;0,182242561;320
POL-11279;0,170765295;0;1390;7340;0,196373204;160
POL-11280;0,185264776;0;1530;9030;0,13448659;520
POL-11281;0,218931118;0;1350;3250;0,202529721;330
POL-11282;0,338275097;0;1600;6320;0,095214409;890
POL-11283;0,460449399;0;1040;8870;0,251429288;120
POL-11284;0,301102274;0;1060;8320;0,05747976;360
POL-11285;0,240979649;0;1360;3410;0,120688327;590
POL-11286;0,041859412;0;1390;6090;0,112421509;960
POL-11287;0,649237694;1;1250;3280;0,331366721;4430
POL-11288;0,281072091;0;1240;7250;0,093470526;150
POL-11289;0,291342807;0;980;6830;0,317232635;680
POL-11290;0,546292612;0;580;7630;0,087307466;180
POL-11291;0,189689614;0;1390;4590;0,245209396;740
POL-11292;0,248596904;0;1500;5100;0,14596579;840
POL-11293;0,43922109;1;1140;8480;0,144800711;4910
POL-11294;0,463606926;1;1110;8560;0,34948133;5380
POL-11295;0,267257727;0;1090;9840;0,117812857;250
POL-11296;0,281930373;0;1160;9340;0,11076802;630
POL-11297;0,569273023;1;1500;3200;0,226800425;7500
POL-11298;0,223670089;0;1020;8950;0,272225719;510
POL-11299;0,230612713;0;1410;6430;0,344751357;470
POL-11300;0,35315442;0;1130;7950;0,260424132;250
POL-11301;0,232142364;1;750;5820;0,21856132;3060
POL-11302;0,238438999;0;1160;4670;0,172739515;750
POL-11303;0,365263321;1;1660;5930;0,228533843;3480
POL-11304;0,413321176;0;1080;6630;0,230250499;280
POL-11305;0,14127775;0;1190;7080;0,115313448;310
POL-11306;0,278941061;0;1250;8450;0,251362568;700
POL-11307;0,47701801;0;1300;4420;0,111327137;430
POL-11308;0,361797462;0;1640;4250;0,196986447;690
POL-11309;0,296197973;0;1050;3240;0,127960854;340
POL-11310;0,346225256;0;1250;6060;0,143840307;260
POL-11311;0,10846004;0;1440;4750;0,234163106;250
POL-11312;0,226908282;0;1070;5840;0,069345534;150
POL-11313;0,150515812;0;1270;6550;0,053610445;70
POL-11314;0,294506334;0;1500;2930;0,089186003;350
POL-11315;0,536216032;0;1120;5390;0,100612093;180
POL-11316;0,137515606;0;1210;7230;0,10936189;260
POL-11317;0,264319293;0;960;6640;0,282179321;100
POL-11318;0,166740761;0;1490;5750;0,18405739;410
POL-11319;0,128756065;0;1290;6430;0,19098084;500
POL-11320;0,326856395;0;1140;5960;0,243300249;760
POL-11321;0,115763076;0;1170;4510;0,268732631;320
POL-11322;0,33841705;0;1250;4170;0,051052505;90
POL-11323;0,359838382;0;1330;11870;0,307017601;380
POL-11324;0,173783027;0;1090;7760;0,346530454;630
POL-11325;0,278302882;1;1110;8660;0,08654223;2960
POL-11326;0,674194964;1;1180;7710;0,245324175;5840
POL-11327;0,036352157;0;1290;9290;0,050724126;840
POL-11328;0,224494366;0;1650;7650;0,064708846;400
POL-11329;0,598346725;0;1050;2290;0,135500306;710
POL-11330;0,346636076;0;840;4820;0,303921225;500
POL-11331;0,403167574;1;1600;6970;0,24575027;7210
POL-11332;0,528049955;1;1030;6920;0,18374628;3320
POL-11333;0,459943129;0;1620;6760;0,181579542;320
POL-11334;0,335460948;0;1560;4270;0,189816072;820
POL-11335;0,390119586;0;1390;5380;0,143309932;380
POL-11336;0,146522834;0;1550;7000;0,313314355;570
POL-11337;0,233583249;0;790;6570;0,220360739;90
POL-11338;0,535585206;1;910;8050;0,195184989;4400
POL-11339;0,545890689;1;1320;4350;0,189522981;3930
POL-11340;0,293246897;0;1150;7470;0,33074794;410
POL-11341;0,260600538;0;1050;5350;0,267098578;290
POL-11342;0,146188074;0;1450;5790;0,093444366;520
POL-11343;0,38358292;1;1310;6390;0,181091051;2640
POL-11344;0,037206288;0;1510;3040;0,136511663;530
POL-11345;0,152659357;0;1160;6750;0,346060597;440
POL-11346;0,329094017;0;1250;9020;0,174618712;630
POL-11347;0,303409051;0;1630;4070;0,070361031;970
POL-11348;0,266242775;0;930;10220;0,1733636;360
POL-11349;0,239352864;0;1230;5200;0,146405084;820
POL-11350;0,067260247;0;1030;7680;0,229874794;290
POL-11351;0,54211489;1;1670;3850;0,117823453;3300
POL-11352;0,166930655;0;1850;10820;0,060792095;930
POL-11353;0,312502575;1;1300;4380;0,078764113;5680
POL-11354;0,575485926;1;1370;6910;0,134944277;4450
POL-11355;0,425088966;0;1220;5430;0,154496789;370
POL-11356;0,603466901;1;1210;6400;0,300335162;3230
POL-11357;0,164421933;0;1270;6720;0,131020905;530
POL-11358;0,208699798;0;910;5850;0,059447916;80
POL-11359;0,480718189;0;1420;5140;0,284220045;730
POL-11360;0,25076845;0;1000;6410;0,310675271;560
POL-11361;0,137013481;0;1160;6360;0,197691871;800
POL-11362;0,624506421;0;1260;7150;0,135478169;400
POL-11363;0,191812055;0;1060;7470;0,281641964;400
POL-11364;0,299208322;0;1400;8120;0,052669522;870
POL-11365;0,268489159;0;1130;7620;0,327208469;250
POL-11366;0,314492331;0;1520;6760;0,309659493;260
POL-11367;0,166359212;0;1030;5990;0,213449963;140
POL-11368;0,035179781;0;1210;3430;0,133274356;830
POL-11369;0,345881031;1;980;6810;0,059853465;4850
POL-11370;0,348471942;1;1500;8690;0,349947125;3010
POL-11371;0,082141052;0;1170;4970;0,278622117;400
POL-11372;0,215715268;0;1110;5160;0,151612963;230
POL-11373;0,082692972;0;1200;9110;0,055781591;770
POL-11374;0,41671762;1;1220;9760;0,241787519;3040
POL-11375;0,087982652;0;1350;4830;0,346071202;560
POL-11376;0,353065505;0;1380;11600;0,262121813;270
POL-11377;0,382416563;0;1210;7330;0,075114323;320
POL-11378;0,253791391;0;1240;8350;0,170683512;660
POL-11379;0,60667846;1;470;5800;0,082755039;1880
POL-11380;0,019293774;0;1140;7020;0,323648165;430
POL-11381;0,418710979;1;1610;7350;0,149124341;5750
POL-11382;0,340377992;0;1360;4700;0,270012959;820
POL-11383;0,484874492;0;980;9810;0,075407107;520
POL-11384;0,614650954;1;1150;6420;0,088524409;5170
POL-11385;0,282445427;1;1100;5500;0,253846299;2940
POL-11386;0,238730264;0;1520;4180;0,303043985;570
POL-11387;0,536693529;0;1490;7620;0,110434987;100
POL-11388;0,168824768;0;1050;7010;0,175501174;270
POL-11389;0,421936366;1;1250;4550;0,23582511;5840
POL-11390;0,326495202;0;970;6780;0,288882902;620
POL-11391;0,566549811;1;1090;7480;0,238458983;4160
POL-11392;0,071464723;0;1100;5710;0,078627776;500
POL-11393;0,061517378;0;1070;7250;0,212845799;410
POL-11394;0,207669837;0;1340;6510;0,315382004;450
POL-11395;0,278206491;0;1590;6060;0,310407116;100
POL-11396;0,387627301;0;1230;4580;0,225504682;700
POL-11397;0,137321666;0;990;6900;0,348708862;480
POL-11398;0,04255494;0;1300;2350;0,081537117;610
POL-11399;0,702722846;0;1300;9380;0,193578607;750
POL-11400;0,203176635;0;1200;8870;0,282537092;780
POL-11401;0,463688622;0;1710;4450;0,092311435;520
POL-11402;0,120204688;0;1310;3620;0,341824928;430
POL-11403;0,228285997;0;1390;8840;0,156213964;950
POL-11404;0,089540288;0;690;6170;0,155041926;330
POL-11405;0,648917323;1;1010;6620;0,11395829;2400
POL-11406;0,186266395;0;1380;6550;0,136405239;270
POL-11407;0,069840791;0;1320;3870;0,22327667;340
POL-11408;0,545248568;1;1160;8070;0,178806287;5330
POL-11409;0,207666209;0;1360;7400;0,108013453;350
POL-11410;0,584663525;1;1480;6540;0,292741982;5750
POL-11411;0,342746455;0;1130;1960;0,068671792;430
POL-11412;0,287459881;0;1090;7510;0,300395823;730
POL-11413;0,420334222;1;1190;7260;0,132481617;4670
POL-11414;0,157395394;0;1370;6310;0,198771;100
POL-11415;0,194762721;0;1110;8430;0,164319362;160
POL-11416;0,300697238;0;1460;8760;0,221180634;280
POL-11417;0,417277904;0;1130;7170;0,288796999;530
POL-11418;0,279098657;0;1110;3480;0,346795938;190
POL-11419;0,044377672;0;1840;3970;0,141817744;550
POL-11420;0,308692866;0;940;5100;0,216141324;530
POL-11421;0,219881377;0;1450;6000;0,189802265;190
POL-11422;0,277964239;0;800;8180;0,349678448;80
POL-11423;0,248028117;0;1410;7160;0,292674089;570
POL-11424;0,243931366;0;1920;6170;0,169125158;970
POL-11425;0,286690687;0;1510;7760;0,193063717;970
POL-11426;0,456775903;1;1580;4950;0,123786978;7400
POL-11427;0,115756282;0;1230;7750;0,276574196;820
POL-11428;0,213322737;0;1490;6960;0,303563536;310
POL-11429;0,109009194;0;1310;7550;0,339496047;360
POL-11430;0,20700144;0;1760;8190;0,219748669;1050
POL-11431;0,278568901;0;970;6400;0,251204901;560
POL-11432;0,11692482;0;1550;2520;0,18381765;750
POL-11433;0,31549143;0;1360;5180;0,232738553;520
POL-11434;0,316221204;0;1020;8060;0,154624709;60
POL-11435;0,134227257;0;1180;5370;0,271306735;270
POL-11436;0,223041932;0;850;5170;0,05681011;130
POL-11437;0,043855712;0;430;6620;0,058537055;40
POL-11438;0,136626613;0;950;8690;0,264836267;530
POL-11439;0,193516877;0;1150;7420;0,329204841;160
POL-11440;0,175368607;0;1270;9980;0,23967468;360
POL-11441;0,059100236;0;920;7300;0,26795849;630
POL-11442;0,102480725;0;1170;7230;0,297180287;370
POL-11443;0,222156038;0;1310;6030;0,158502279;190
POL-11444;0,500028501;1;1110;3400;0,082434097;4300
POL-11445;0,400912691;0;980;6790;0,329927686;560
POL-11446;0,271406621;0;1070;6580;0,33157117;250
POL-11447;0,361718103;1;1580;7830;0,182552167;5710
POL-11448;0,525270632;0;820;7110;0,115150897;190
POL-11449;0,093729304;0;1540;7040;0,317706315;770
POL-11450;0,541659287;1;1590;8770;0,262528009;4640
POL-11451;0,375962763;1;1160;5980;0,052468505;4410
POL-11452;0,457404904;1;1370;8180;0,08231591;2570
POL-11453;0,101130538;0;1050;9080;0,344959893;550
POL-11454;0,198275376;0;1320;5390;0,061438454;620
POL-11455;0,441785233;1;1810;5680;0,134766503;8790
POL-11456;0,254606021;1;1570;4960;0,214548903;4630
POL-11457;0,231210247;0;1120;3790;0,105306685;540
POL-11458;0,526819891;1;920;10190;0,119616226;2350
POL-11459;0,233308307;0;1180;12870;0,155890246;430
POL-11460;0,311156951;0;1320;6920;0,13086628;520
POL-11461;0,524666091;1;1430;5840;0,291006868;5990
POL-11462;0,559748196;1;1220;9980;0,200082342;2270
POL-11463;0,130005335;0;1700;7700;0,133586044;1010
POL-11464;0,226690658;0;1260;4990;0,14392881;300
POL-11465;0,394226865;0;1130;4740;0,061959488;310
POL-11466;0,596575648;1;1380;8140;0,064817623;2830
POL-11467;0,132613917;0;1430;7270;0,26537227;280
POL-11468;0,402593835;0;1060;8740;0,083873251;190
POL-11469;0,238556088;0;1020;7910;0,192739032;330
POL-11470;0,520794133;0;840;4060;0,302709693;70
POL-11471;0,144959286;0;1180;4950;0,160536052;760
POL-11472;0,530085117;0;1550;4740;0,153725668;1020
POL-11473;0,391138977;0;1420;6930;0,311914483;480
POL-11474;0,212968746;1;1530;6250;0,309455119;3660
POL-11475;0,068857482;0;1090;5590;0,31404104;390
POL-11476;0,349509366;0;1210;5880;0,221574188;140
POL-11477;0,253897021;0;770;7850;0,335691282;240
POL-11478;0,049966502;0;1500;6140;0,295689184;150
POL-11479;0,539047104;1;1590;5140;0,174690328;5000
POL-11480;0,218008747;0;980;3890;0,238866543;220
POL-11481;0,51182087;1;1660;4690;0,086536725;3930
POL-11482;0,363835501;0;1190;8640;0,215399656;70
POL-11483;0,544511207;1;980;5160;0,128944725;4710
POL-11484;0,021424561;0;1170;10130;0,135064168;60
POL-11485;0,303936159;0;1410;7760;0,08771547;920
POL-11486;0,652046535;1;1240;4870;0,157459767;3230
POL-11487;0,14106139;0;1110;5270;0,194417099;130
POL-11488;0,298776501;0;1400;2280;0,230106332;380
POL-11489;0,094428519;0;1420;5620;0,141460801;110
POL-11490;0,63590356;1;1210;10400;0,28767447;4230
POL-11491;0,218216061;0;1160;9770;0,206287988;150
POL-11492;0,315482416;0;1110;9720;0,241415633;400
POL-11493;0,260707926;0;1370;7720;0,133443083;340
POL-11494;0,42242739;0;850;6140;0,294240764;460
POL-11495;0,170829265;0;1060;6700;0,237282335;390
POL-11496;0,25658632;0;1210;7590;0,308704625;730
POL-11497;0,265157443;0;1050;6470;0,097985474;690
POL-11498;0,060690653;0;1310;4930;0,16419898;890
POL-11499;0,039814195;0;1290;6360;0,083904855;280
POL-11500;0,335424936;0;1870;3790;0,114658193;1030
POL-11501;0,046108989;0;1060;7690;0,168364251;350
POL-11502;0,228769472;0;1250;4680;0,318374572;410
POL-11503;0,127741796;0;1010;7640;0,217112201;620
POL-11504;0,288015546;0;1730;4340;0,149113499;250
POL-11505;0,414828684;0;1680;6170;0,274069749;610
POL-11506;0,412519321;0;860;7050;0,055904812;370
POL-11507;0,323821357;0;1210;6170;0,161027663;110
POL-11508;0,313537059;0;1260;7780;0,230249509;770
POL-11509;0,440030764;1;1160;7400;0,224971191;2430
POL-11510;0,321265819;0;1130;5660;0,232267365;540
POL-11511;0,180633807;0;1440;5320;0,113450229;940
POL-11512;0,045701846;0;1700;5180;0,151123746;880
POL-11513;0,485692347;1;1450;4890;0,329469636;5930
POL-11514;0,651836274;1;1470;10690;0,342192659;4630
POL-11515;0,193149552;0;1160;5240;0,143611505;430
POL-11516;0,206051137;0;1500;8680;0,243351111;630
POL-11517;0,041195363;0;1500;6830;0,122389034;750
POL-11518;0,205678836;0;1130;5790;0,1605586;140
POL-11519;0,251097872;0;1190;6890;0,287700409;570
POL-11520;0,137085145;0;860;7010;0,200353619;120
POL-11521;0,130274005;0;910;2980;0,304876988;90
POL-11522;0,272265551;0;1140;6340;0,238622074;400
POL-11523;0,2461114;0;980;6510;0,238676356;430
POL-11524;0,141202109;0;1450;5840;0,060164008;980
POL-11525;0,486114599;0;1210;2250;0,274901108;610
POL-11526;0,0147804;0;1380;5840;0,343359958;600
POL-11527;0,4539745;0;940;9730;0,191908568;180
POL-11528;0,142323341;0;1570;7600;0,097574004;230
POL-11529;0,241485168;1;1370;4390;0,343093301;3460
POL-11530;0,33406225;0;1350;8290;0,137037762;260
POL-11531;0,281088092;0;1490;4290;0,172759387;760
POL-11532;0,206129373;1;1330;7040;0,073209924;3320
POL-11533;0,18514483;0;1000;7050;0,08325106;270
